id,origin,destination,count,origLat,origLon,destLat,destLon
335,Egypt,Slovakia,0,30.04992,31.2486,48.14926,17.10699
336,Greece,Slovakia,0,37.97613,23.73643,48.14926,17.10699
337,Hungary,Slovakia,0,47.49973,19.05508,48.14926,17.10699
338,Albania,Slovakia,0,41.32233,19.82516,48.14926,17.10699
339,Montenegro,Slovakia,0,42.43544,19.26391,48.14926,17.10699
340,Bosnia and Herzegovina,Slovakia,0,43.85943,18.43577,48.14926,17.10699
341,Croatia,Slovakia,0,45.80724,15.96758,48.14926,17.10699
342,Slovenia,Slovakia,0,46.05063,14.50283,48.14926,17.10699
344,Bulgaria,Slovakia,0,42.69719,23.32431,48.14926,17.10699
345,Romania,Slovakia,0,44.4343,26.10298,48.14926,17.10699
348,United Kingdom,Slovakia,0,51.50643,-0.12721,48.14926,17.10699
349,France,Slovakia,0,48.85693,2.3412,48.14926,17.10699
350,Finland,Slovakia,0,60.17116,24.93266,48.14926,17.10699
351,Sweden,Slovakia,0,59.33233,18.06293,48.14926,17.10699
352,Denmark,Slovakia,0,55.67567,12.56756,48.14926,17.10699
353,Norway,Slovakia,0,59.9123,10.75,48.14926,17.10699
354,Spain,Slovakia,0,40.42028,-3.70578,48.14926,17.10699
356,Lithuania,Slovakia,0,54.69063,25.26981,48.14926,17.10699
357,Latvia,Slovakia,0,56.94599,24.11487,48.14926,17.10699
358,Estonia,Slovakia,0,59.43641,24.75254,48.14926,17.10699
359,Russia,Slovakia,0,55.75697,37.61502,48.14926,17.10699
360,Ukraine,Slovakia,0,50.45057,30.52428,48.14926,17.10699
361,Syria,Bulgaria,0,33.4993,36.30132,42.69719,23.32431
363,Lebanon,Bulgaria,0,33.89607,35.50678,42.69719,23.32431
365,Egypt,Bulgaria,0,30.04992,31.2486,42.69719,23.32431
368,Albania,Bulgaria,0,41.32233,19.82516,42.69719,23.32431
369,Montenegro,Bulgaria,0,42.43544,19.26391,42.69719,23.32431
370,Bosnia and Herzegovina,Bulgaria,0,43.85943,18.43577,42.69719,23.32431
371,Croatia,Bulgaria,0,45.80724,15.96758,42.69719,23.32431
372,Slovenia,Bulgaria,0,46.05063,14.50283,42.69719,23.32431
373,Slovakia,Bulgaria,0,48.14926,17.10699,42.69719,23.32431
375,Romania,Bulgaria,0,44.4343,26.10298,42.69719,23.32431
378,United Kingdom,Bulgaria,0,51.50643,-0.12721,42.69719,23.32431
379,France,Bulgaria,0,48.85693,2.3412,42.69719,23.32431
380,Finland,Bulgaria,0,60.17116,24.93266,42.69719,23.32431
381,Sweden,Bulgaria,0,59.33233,18.06293,42.69719,23.32431
382,Denmark,Bulgaria,0,55.67567,12.56756,42.69719,23.32431
384,Spain,Bulgaria,0,40.42028,-3.70578,42.69719,23.32431
385,Poland,Bulgaria,0,52.23558,21.01027,42.69719,23.32431
386,Lithuania,Bulgaria,0,54.69063,25.26981,42.69719,23.32431
387,Latvia,Bulgaria,0,56.94599,24.11487,42.69719,23.32431
388,Estonia,Bulgaria,0,59.43641,24.75254,42.69719,23.32431
389,Russia,Bulgaria,0,55.75697,37.61502,42.69719,23.32431
391,Syria,Romania,0,33.4993,36.30132,44.4343,26.10298
393,Lebanon,Romania,0,33.89607,35.50678,44.4343,26.10298
395,Egypt,Romania,0,30.04992,31.2486,44.4343,26.10298
396,Greece,Romania,0,37.97613,23.73643,44.4343,26.10298
397,Hungary,Romania,0,47.49973,19.05508,44.4343,26.10298
398,Albania,Romania,0,41.32233,19.82516,44.4343,26.10298
399,Montenegro,Romania,0,42.43544,19.26391,44.4343,26.10298
400,Bosnia and Herzegovina,Romania,0,43.85943,18.43577,44.4343,26.10298
401,Croatia,Romania,0,45.80724,15.96758,44.4343,26.10298
402,Slovenia,Romania,0,46.05063,14.50283,44.4343,26.10298
403,Slovakia,Romania,0,48.14926,17.10699,44.4343,26.10298
404,Bulgaria,Romania,0,42.69719,23.32431,44.4343,26.10298
406,Czech Republic,Romania,0,50.07913,14.43303,44.4343,26.10298
407,Austria,Romania,0,48.20255,16.3688,44.4343,26.10298
408,United Kingdom,Romania,0,51.50643,-0.12721,44.4343,26.10298
409,France,Romania,0,48.85693,2.3412,44.4343,26.10298
410,Finland,Romania,0,60.17116,24.93266,44.4343,26.10298
411,Sweden,Romania,0,59.33233,18.06293,44.4343,26.10298
412,Denmark,Romania,0,55.67567,12.56756,44.4343,26.10298
413,Norway,Romania,0,59.9123,10.75,44.4343,26.10298
414,Spain,Romania,0,40.42028,-3.70578,44.4343,26.10298
415,Poland,Romania,0,52.23558,21.01027,44.4343,26.10298
416,Lithuania,Romania,0,54.69063,25.26981,44.4343,26.10298
417,Latvia,Romania,0,56.94599,24.11487,44.4343,26.10298
418,Estonia,Romania,0,59.43641,24.75254,44.4343,26.10298
420,Ukraine,Romania,0,50.45057,30.52428,44.4343,26.10298
421,Syria,Czech Republic,0,33.4993,36.30132,50.07913,14.43303
422,Jordan,Czech Republic,0,31.95181,35.94042,50.07913,14.43303
423,Lebanon,Czech Republic,0,33.89607,35.50678,50.07913,14.43303
424,Turkey,Czech Republic,0,39.92109,32.85399,50.07913,14.43303
425,Egypt,Czech Republic,0,30.04992,31.2486,50.07913,14.43303
426,Greece,Czech Republic,0,37.97613,23.73643,50.07913,14.43303
427,Hungary,Czech Republic,0,47.49973,19.05508,50.07913,14.43303
428,Albania,Czech Republic,0,41.32233,19.82516,50.07913,14.43303
429,Montenegro,Czech Republic,0,42.43544,19.26391,50.07913,14.43303
430,Bosnia and Herzegovina,Czech Republic,0,43.85943,18.43577,50.07913,14.43303
431,Croatia,Czech Republic,0,45.80724,15.96758,50.07913,14.43303
432,Slovenia,Czech Republic,0,46.05063,14.50283,50.07913,14.43303
434,Bulgaria,Czech Republic,0,42.69719,23.32431,50.07913,14.43303
435,Romania,Czech Republic,0,44.4343,26.10298,50.07913,14.43303
436,Czech Republic,Czech Republic,0,50.07913,14.43303,50.07913,14.43303
438,United Kingdom,Czech Republic,0,51.50643,-0.12721,50.07913,14.43303
440,Finland,Czech Republic,0,60.17116,24.93266,50.07913,14.43303
441,Sweden,Czech Republic,0,59.33233,18.06293,50.07913,14.43303
442,Denmark,Czech Republic,0,55.67567,12.56756,50.07913,14.43303
444,Spain,Czech Republic,0,40.42028,-3.70578,50.07913,14.43303
445,Poland,Czech Republic,0,52.23558,21.01027,50.07913,14.43303
446,Lithuania,Czech Republic,0,54.69063,25.26981,50.07913,14.43303
447,Latvia,Czech Republic,0,56.94599,24.11487,50.07913,14.43303
448,Estonia,Czech Republic,0,59.43641,24.75254,50.07913,14.43303
449,Russia,Czech Republic,0,55.75697,37.61502,50.07913,14.43303
450,Ukraine,Czech Republic,0,50.45057,30.52428,50.07913,14.43303
458,Albania,Austria,0,41.32233,19.82516,48.20255,16.3688
459,Montenegro,Austria,0,42.43544,19.26391,48.20255,16.3688
465,Romania,Austria,0,44.4343,26.10298,48.20255,16.3688
470,Finland,Austria,0,60.17116,24.93266,48.20255,16.3688
473,Norway,Austria,0,59.9123,10.75,48.20255,16.3688
474,Spain,Austria,0,40.42028,-3.70578,48.20255,16.3688
476,Lithuania,Austria,0,54.69063,25.26981,48.20255,16.3688
477,Latvia,Austria,0,56.94599,24.11487,48.20255,16.3688
478,Estonia,Austria,0,59.43641,24.75254,48.20255,16.3688
480,Ukraine,Austria,0,50.45057,30.52428,48.20255,16.3688
488,Albania,United Kingdom,0,41.32233,19.82516,51.50643,-0.12721
489,Montenegro,United Kingdom,0,42.43544,19.26391,51.50643,-0.12721
490,Bosnia and Herzegovina,United Kingdom,0,43.85943,18.43577,51.50643,-0.12721
492,Slovenia,United Kingdom,0,46.05063,14.50283,51.50643,-0.12721
494,Bulgaria,United Kingdom,0,42.69719,23.32431,51.50643,-0.12721
500,Finland,United Kingdom,0,60.17116,24.93266,51.50643,-0.12721
506,Lithuania,United Kingdom,0,54.69063,25.26981,51.50643,-0.12721
507,Latvia,United Kingdom,0,56.94599,24.11487,51.50643,-0.12721
508,Estonia,United Kingdom,0,59.43641,24.75254,51.50643,-0.12721
509,Russia,United Kingdom,0,55.75697,37.61502,51.50643,-0.12721
510,Ukraine,United Kingdom,0,50.45057,30.52428,51.50643,-0.12721
518,Albania,France,0,41.32233,19.82516,48.85693,2.3412
519,Montenegro,France,0,42.43544,19.26391,48.85693,2.3412
521,Croatia,France,0,45.80724,15.96758,48.85693,2.3412
522,Slovenia,France,0,46.05063,14.50283,48.85693,2.3412
535,Poland,France,0,52.23558,21.01027,48.85693,2.3412
536,Lithuania,France,0,54.69063,25.26981,48.85693,2.3412
537,Latvia,France,0,56.94599,24.11487,48.85693,2.3412
538,Estonia,France,0,59.43641,24.75254,48.85693,2.3412
540,Ukraine,France,0,50.45057,30.52428,48.85693,2.3412
541,Syria,Finland,0,33.4993,36.30132,60.17116,24.93266
542,Jordan,Finland,0,31.95181,35.94042,60.17116,24.93266
545,Egypt,Finland,0,30.04992,31.2486,60.17116,24.93266
547,Hungary,Finland,0,47.49973,19.05508,60.17116,24.93266
548,Albania,Finland,0,41.32233,19.82516,60.17116,24.93266
549,Montenegro,Finland,0,42.43544,19.26391,60.17116,24.93266
550,Bosnia and Herzegovina,Finland,0,43.85943,18.43577,60.17116,24.93266
551,Croatia,Finland,0,45.80724,15.96758,60.17116,24.93266
552,Slovenia,Finland,0,46.05063,14.50283,60.17116,24.93266
553,Slovakia,Finland,0,48.14926,17.10699,60.17116,24.93266
554,Bulgaria,Finland,0,42.69719,23.32431,60.17116,24.93266
556,Czech Republic,Finland,0,50.07913,14.43303,60.17116,24.93266
558,United Kingdom,Finland,0,51.50643,-0.12721,60.17116,24.93266
559,France,Finland,0,48.85693,2.3412,60.17116,24.93266
563,Norway,Finland,0,59.9123,10.75,60.17116,24.93266
564,Spain,Finland,0,40.42028,-3.70578,60.17116,24.93266
566,Lithuania,Finland,0,54.69063,25.26981,60.17116,24.93266
567,Latvia,Finland,0,56.94599,24.11487,60.17116,24.93266
568,Estonia,Finland,0,59.43641,24.75254,60.17116,24.93266
569,Russia,Finland,0,55.75697,37.61502,60.17116,24.93266
570,Ukraine,Finland,0,50.45057,30.52428,60.17116,24.93266
578,Albania,Sweden,0,41.32233,19.82516,59.33233,18.06293
579,Montenegro,Sweden,0,42.43544,19.26391,59.33233,18.06293
580,Bosnia and Herzegovina,Sweden,0,43.85943,18.43577,59.33233,18.06293
582,Slovenia,Sweden,0,46.05063,14.50283,59.33233,18.06293
583,Slovakia,Sweden,0,48.14926,17.10699,59.33233,18.06293
584,Bulgaria,Sweden,0,42.69719,23.32431,59.33233,18.06293
585,Romania,Sweden,0,44.4343,26.10298,59.33233,18.06293
586,Czech Republic,Sweden,0,50.07913,14.43303,59.33233,18.06293
594,Spain,Sweden,0,40.42028,-3.70578,59.33233,18.06293
596,Lithuania,Sweden,0,54.69063,25.26981,59.33233,18.06293
597,Latvia,Sweden,0,56.94599,24.11487,59.33233,18.06293
598,Estonia,Sweden,0,59.43641,24.75254,59.33233,18.06293
599,Russia,Sweden,0,55.75697,37.61502,59.33233,18.06293
600,Ukraine,Sweden,0,50.45057,30.52428,59.33233,18.06293
603,Lebanon,Denmark,0,33.89607,35.50678,55.67567,12.56756
605,Egypt,Denmark,0,30.04992,31.2486,55.67567,12.56756
608,Albania,Denmark,0,41.32233,19.82516,55.67567,12.56756
609,Montenegro,Denmark,0,42.43544,19.26391,55.67567,12.56756
610,Bosnia and Herzegovina,Denmark,0,43.85943,18.43577,55.67567,12.56756
611,Croatia,Denmark,0,45.80724,15.96758,55.67567,12.56756
612,Slovenia,Denmark,0,46.05063,14.50283,55.67567,12.56756
613,Slovakia,Denmark,0,48.14926,17.10699,55.67567,12.56756
614,Bulgaria,Denmark,0,42.69719,23.32431,55.67567,12.56756
615,Romania,Denmark,0,44.4343,26.10298,55.67567,12.56756
616,Czech Republic,Denmark,0,50.07913,14.43303,55.67567,12.56756
620,Finland,Denmark,0,60.17116,24.93266,55.67567,12.56756
624,Spain,Denmark,0,40.42028,-3.70578,55.67567,12.56756
625,Poland,Denmark,0,52.23558,21.01027,55.67567,12.56756
626,Lithuania,Denmark,0,54.69063,25.26981,55.67567,12.56756
627,Latvia,Denmark,0,56.94599,24.11487,55.67567,12.56756
628,Estonia,Denmark,0,59.43641,24.75254,55.67567,12.56756
629,Russia,Denmark,0,55.75697,37.61502,55.67567,12.56756
630,Ukraine,Denmark,0,50.45057,30.52428,55.67567,12.56756
631,Syria,Norway,0,33.4993,36.30132,59.9123,10.75
635,Egypt,Norway,0,30.04992,31.2486,59.9123,10.75
638,Albania,Norway,0,41.32233,19.82516,59.9123,10.75
639,Montenegro,Norway,0,42.43544,19.26391,59.9123,10.75
640,Bosnia and Herzegovina,Norway,0,43.85943,18.43577,59.9123,10.75
641,Croatia,Norway,0,45.80724,15.96758,59.9123,10.75
642,Slovenia,Norway,0,46.05063,14.50283,59.9123,10.75
643,Slovakia,Norway,0,48.14926,17.10699,59.9123,10.75
644,Bulgaria,Norway,0,42.69719,23.32431,59.9123,10.75
645,Romania,Norway,0,44.4343,26.10298,59.9123,10.75
646,Czech Republic,Norway,0,50.07913,14.43303,59.9123,10.75
649,France,Norway,0,48.85693,2.3412,59.9123,10.75
650,Finland,Norway,0,60.17116,24.93266,59.9123,10.75
656,Lithuania,Norway,0,54.69063,25.26981,59.9123,10.75
657,Latvia,Norway,0,56.94599,24.11487,59.9123,10.75
658,Estonia,Norway,0,59.43641,24.75254,59.9123,10.75
659,Russia,Norway,0,55.75697,37.61502,59.9123,10.75
660,Ukraine,Norway,0,50.45057,30.52428,59.9123,10.75
661,Syria,Spain,0,33.4993,36.30132,40.42028,-3.70578
663,Lebanon,Spain,0,33.89607,35.50678,40.42028,-3.70578
666,Greece,Spain,0,37.97613,23.73643,40.42028,-3.70578
667,Hungary,Spain,0,47.49973,19.05508,40.42028,-3.70578
668,Albania,Spain,0,41.32233,19.82516,40.42028,-3.70578
669,Montenegro,Spain,0,42.43544,19.26391,40.42028,-3.70578
670,Bosnia and Herzegovina,Spain,0,43.85943,18.43577,40.42028,-3.70578
671,Croatia,Spain,0,45.80724,15.96758,40.42028,-3.70578
672,Slovenia,Spain,0,46.05063,14.50283,40.42028,-3.70578
673,Slovakia,Spain,0,48.14926,17.10699,40.42028,-3.70578
674,Bulgaria,Spain,0,42.69719,23.32431,40.42028,-3.70578
675,Romania,Spain,0,44.4343,26.10298,40.42028,-3.70578
676,Czech Republic,Spain,0,50.07913,14.43303,40.42028,-3.70578
682,Denmark,Spain,0,55.67567,12.56756,40.42028,-3.70578
685,Poland,Spain,0,52.23558,21.01027,40.42028,-3.70578
686,Lithuania,Spain,0,54.69063,25.26981,40.42028,-3.70578
687,Latvia,Spain,0,56.94599,24.11487,40.42028,-3.70578
688,Estonia,Spain,0,59.43641,24.75254,40.42028,-3.70578
689,Russia,Spain,0,55.75697,37.61502,40.42028,-3.70578
690,Ukraine,Spain,0,50.45057,30.52428,40.42028,-3.70578
691,Syria,Poland,0,33.4993,36.30132,52.23558,21.01027
693,Lebanon,Poland,0,33.89607,35.50678,52.23558,21.01027
695,Egypt,Poland,0,30.04992,31.2486,52.23558,21.01027
697,Hungary,Poland,0,47.49973,19.05508,52.23558,21.01027
698,Albania,Poland,0,41.32233,19.82516,52.23558,21.01027
699,Montenegro,Poland,0,42.43544,19.26391,52.23558,21.01027
700,Bosnia and Herzegovina,Poland,0,43.85943,18.43577,52.23558,21.01027
701,Croatia,Poland,0,45.80724,15.96758,52.23558,21.01027
702,Slovenia,Poland,0,46.05063,14.50283,52.23558,21.01027
703,Slovakia,Poland,0,48.14926,17.10699,52.23558,21.01027
704,Bulgaria,Poland,0,42.69719,23.32431,52.23558,21.01027
707,Austria,Poland,0,48.20255,16.3688,52.23558,21.01027
709,France,Poland,0,48.85693,2.3412,52.23558,21.01027
710,Finland,Poland,0,60.17116,24.93266,52.23558,21.01027
711,Sweden,Poland,0,59.33233,18.06293,52.23558,21.01027
714,Spain,Poland,0,40.42028,-3.70578,52.23558,21.01027
716,Lithuania,Poland,0,54.69063,25.26981,52.23558,21.01027
717,Latvia,Poland,0,56.94599,24.11487,52.23558,21.01027
718,Estonia,Poland,0,59.43641,24.75254,52.23558,21.01027
719,Russia,Poland,0,55.75697,37.61502,52.23558,21.01027
720,Ukraine,Poland,0,50.45057,30.52428,52.23558,21.01027
721,Syria,Lithuania,0,33.4993,36.30132,54.69063,25.26981
722,Jordan,Lithuania,0,31.95181,35.94042,54.69063,25.26981
723,Lebanon,Lithuania,0,33.89607,35.50678,54.69063,25.26981
724,Turkey,Lithuania,0,39.92109,32.85399,54.69063,25.26981
725,Egypt,Lithuania,0,30.04992,31.2486,54.69063,25.26981
726,Greece,Lithuania,0,37.97613,23.73643,54.69063,25.26981
727,Hungary,Lithuania,0,47.49973,19.05508,54.69063,25.26981
728,Albania,Lithuania,0,41.32233,19.82516,54.69063,25.26981
729,Montenegro,Lithuania,0,42.43544,19.26391,54.69063,25.26981
730,Bosnia and Herzegovina,Lithuania,0,43.85943,18.43577,54.69063,25.26981
731,Croatia,Lithuania,0,45.80724,15.96758,54.69063,25.26981
732,Slovenia,Lithuania,0,46.05063,14.50283,54.69063,25.26981
733,Slovakia,Lithuania,0,48.14926,17.10699,54.69063,25.26981
734,Bulgaria,Lithuania,0,42.69719,23.32431,54.69063,25.26981
735,Romania,Lithuania,0,44.4343,26.10298,54.69063,25.26981
736,Czech Republic,Lithuania,0,50.07913,14.43303,54.69063,25.26981
737,Austria,Lithuania,0,48.20255,16.3688,54.69063,25.26981
738,United Kingdom,Lithuania,0,51.50643,-0.12721,54.69063,25.26981
739,France,Lithuania,0,48.85693,2.3412,54.69063,25.26981
740,Finland,Lithuania,0,60.17116,24.93266,54.69063,25.26981
741,Sweden,Lithuania,0,59.33233,18.06293,54.69063,25.26981
742,Denmark,Lithuania,0,55.67567,12.56756,54.69063,25.26981
743,Norway,Lithuania,0,59.9123,10.75,54.69063,25.26981
744,Spain,Lithuania,0,40.42028,-3.70578,54.69063,25.26981
745,Poland,Lithuania,0,52.23558,21.01027,54.69063,25.26981
749,Russia,Lithuania,0,55.75697,37.61502,54.69063,25.26981
750,Ukraine,Lithuania,0,50.45057,30.52428,54.69063,25.26981
751,Syria,Latvia,0,33.4993,36.30132,56.94599,24.11487
752,Jordan,Latvia,0,31.95181,35.94042,56.94599,24.11487
753,Lebanon,Latvia,0,33.89607,35.50678,56.94599,24.11487
754,Turkey,Latvia,0,39.92109,32.85399,56.94599,24.11487
755,Egypt,Latvia,0,30.04992,31.2486,56.94599,24.11487
756,Greece,Latvia,0,37.97613,23.73643,56.94599,24.11487
757,Hungary,Latvia,0,47.49973,19.05508,56.94599,24.11487
758,Albania,Latvia,0,41.32233,19.82516,56.94599,24.11487
759,Montenegro,Latvia,0,42.43544,19.26391,56.94599,24.11487
760,Bosnia and Herzegovina,Latvia,0,43.85943,18.43577,56.94599,24.11487
761,Croatia,Latvia,0,45.80724,15.96758,56.94599,24.11487
762,Slovenia,Latvia,0,46.05063,14.50283,56.94599,24.11487
763,Slovakia,Latvia,0,48.14926,17.10699,56.94599,24.11487
764,Bulgaria,Latvia,0,42.69719,23.32431,56.94599,24.11487
765,Romania,Latvia,0,44.4343,26.10298,56.94599,24.11487
766,Czech Republic,Latvia,0,50.07913,14.43303,56.94599,24.11487
767,Austria,Latvia,0,48.20255,16.3688,56.94599,24.11487
768,United Kingdom,Latvia,0,51.50643,-0.12721,56.94599,24.11487
769,France,Latvia,0,48.85693,2.3412,56.94599,24.11487
770,Finland,Latvia,0,60.17116,24.93266,56.94599,24.11487
771,Sweden,Latvia,0,59.33233,18.06293,56.94599,24.11487
772,Denmark,Latvia,0,55.67567,12.56756,56.94599,24.11487
773,Norway,Latvia,0,59.9123,10.75,56.94599,24.11487
774,Spain,Latvia,0,40.42028,-3.70578,56.94599,24.11487
775,Poland,Latvia,0,52.23558,21.01027,56.94599,24.11487
776,Lithuania,Latvia,0,54.69063,25.26981,56.94599,24.11487
779,Russia,Latvia,0,55.75697,37.61502,56.94599,24.11487
780,Ukraine,Latvia,0,50.45057,30.52428,56.94599,24.11487
781,Syria,Estonia,0,33.4993,36.30132,59.43641,24.75254
782,Jordan,Estonia,0,31.95181,35.94042,59.43641,24.75254
783,Lebanon,Estonia,0,33.89607,35.50678,59.43641,24.75254
784,Turkey,Estonia,0,39.92109,32.85399,59.43641,24.75254
785,Egypt,Estonia,0,30.04992,31.2486,59.43641,24.75254
786,Greece,Estonia,0,37.97613,23.73643,59.43641,24.75254
787,Hungary,Estonia,0,47.49973,19.05508,59.43641,24.75254
788,Albania,Estonia,0,41.32233,19.82516,59.43641,24.75254
789,Montenegro,Estonia,0,42.43544,19.26391,59.43641,24.75254
790,Bosnia and Herzegovina,Estonia,0,43.85943,18.43577,59.43641,24.75254
791,Croatia,Estonia,0,45.80724,15.96758,59.43641,24.75254
792,Slovenia,Estonia,0,46.05063,14.50283,59.43641,24.75254
793,Slovakia,Estonia,0,48.14926,17.10699,59.43641,24.75254
794,Bulgaria,Estonia,0,42.69719,23.32431,59.43641,24.75254
795,Romania,Estonia,0,44.4343,26.10298,59.43641,24.75254
796,Czech Republic,Estonia,0,50.07913,14.43303,59.43641,24.75254
797,Austria,Estonia,0,48.20255,16.3688,59.43641,24.75254
798,United Kingdom,Estonia,0,51.50643,-0.12721,59.43641,24.75254
799,France,Estonia,0,48.85693,2.3412,59.43641,24.75254
800,Finland,Estonia,0,60.17116,24.93266,59.43641,24.75254
801,Sweden,Estonia,0,59.33233,18.06293,59.43641,24.75254
802,Denmark,Estonia,0,55.67567,12.56756,59.43641,24.75254
803,Norway,Estonia,0,59.9123,10.75,59.43641,24.75254
804,Spain,Estonia,0,40.42028,-3.70578,59.43641,24.75254
805,Poland,Estonia,0,52.23558,21.01027,59.43641,24.75254
806,Lithuania,Estonia,0,54.69063,25.26981,59.43641,24.75254
807,Latvia,Estonia,0,56.94599,24.11487,59.43641,24.75254
809,Russia,Estonia,0,55.75697,37.61502,59.43641,24.75254
810,Ukraine,Estonia,0,50.45057,30.52428,59.43641,24.75254
811,Syria,Russia,0,33.4993,36.30132,55.75697,37.61502
816,Greece,Russia,0,37.97613,23.73643,55.75697,37.61502
817,Hungary,Russia,0,47.49973,19.05508,55.75697,37.61502
818,Albania,Russia,0,41.32233,19.82516,55.75697,37.61502
819,Montenegro,Russia,0,42.43544,19.26391,55.75697,37.61502
820,Bosnia and Herzegovina,Russia,0,43.85943,18.43577,55.75697,37.61502
821,Croatia,Russia,0,45.80724,15.96758,55.75697,37.61502
822,Slovenia,Russia,0,46.05063,14.50283,55.75697,37.61502
823,Slovakia,Russia,0,48.14926,17.10699,55.75697,37.61502
824,Bulgaria,Russia,0,42.69719,23.32431,55.75697,37.61502
825,Romania,Russia,0,44.4343,26.10298,55.75697,37.61502
826,Czech Republic,Russia,0,50.07913,14.43303,55.75697,37.61502
827,Austria,Russia,0,48.20255,16.3688,55.75697,37.61502
828,United Kingdom,Russia,0,51.50643,-0.12721,55.75697,37.61502
829,France,Russia,0,48.85693,2.3412,55.75697,37.61502
831,Sweden,Russia,0,59.33233,18.06293,55.75697,37.61502
832,Denmark,Russia,0,55.67567,12.56756,55.75697,37.61502
833,Norway,Russia,0,59.9123,10.75,55.75697,37.61502
834,Spain,Russia,0,40.42028,-3.70578,55.75697,37.61502
835,Poland,Russia,0,52.23558,21.01027,55.75697,37.61502
836,Lithuania,Russia,0,54.69063,25.26981,55.75697,37.61502
837,Latvia,Russia,0,56.94599,24.11487,55.75697,37.61502
838,Estonia,Russia,0,59.43641,24.75254,55.75697,37.61502
840,Ukraine,Russia,0,50.45057,30.52428,55.75697,37.61502
841,Syria,Ukraine,0,33.4993,36.30132,50.45057,30.52428
843,Lebanon,Ukraine,0,33.89607,35.50678,50.45057,30.52428
845,Egypt,Ukraine,0,30.04992,31.2486,50.45057,30.52428
846,Greece,Ukraine,0,37.97613,23.73643,50.45057,30.52428
847,Hungary,Ukraine,0,47.49973,19.05508,50.45057,30.52428
848,Albania,Ukraine,0,41.32233,19.82516,50.45057,30.52428
849,Montenegro,Ukraine,0,42.43544,19.26391,50.45057,30.52428
850,Bosnia and Herzegovina,Ukraine,0,43.85943,18.43577,50.45057,30.52428
851,Croatia,Ukraine,0,45.80724,15.96758,50.45057,30.52428
852,Slovenia,Ukraine,0,46.05063,14.50283,50.45057,30.52428
853,Slovakia,Ukraine,0,48.14926,17.10699,50.45057,30.52428
854,Bulgaria,Ukraine,0,42.69719,23.32431,50.45057,30.52428
856,Czech Republic,Ukraine,0,50.07913,14.43303,50.45057,30.52428
857,Austria,Ukraine,0,48.20255,16.3688,50.45057,30.52428
858,United Kingdom,Ukraine,0,51.50643,-0.12721,50.45057,30.52428
860,Finland,Ukraine,0,60.17116,24.93266,50.45057,30.52428
861,Sweden,Ukraine,0,59.33233,18.06293,50.45057,30.52428
862,Denmark,Ukraine,0,55.67567,12.56756,50.45057,30.52428
863,Norway,Ukraine,0,59.9123,10.75,50.45057,30.52428
865,Poland,Ukraine,0,52.23558,21.01027,50.45057,30.52428
866,Lithuania,Ukraine,0,54.69063,25.26981,50.45057,30.52428
867,Latvia,Ukraine,0,56.94599,24.11487,50.45057,30.52428
868,Estonia,Ukraine,0,59.43641,24.75254,50.45057,30.52428
869,Russia,Ukraine,0,55.75697,37.61502,50.45057,30.52428
12,Slovenia,Germany,1,46.05063,14.50283,52.51607,13.37699
13,Slovakia,Germany,1,48.14926,17.10699,52.51607,13.37699
15,Romania,Germany,1,44.4343,26.10298,52.51607,13.37699
29,Russia,Germany,1,55.75697,37.61502,52.51607,13.37699
44,Bulgaria,Hungary,1,42.69719,23.32431,47.49973,19.05508
48,United Kingdom,Hungary,1,51.50643,-0.12721,47.49973,19.05508
72,Slovenia,Austria,1,46.05063,14.50283,48.20255,16.3688
81,Sweden,Austria,1,59.33233,18.06293,48.20255,16.3688
85,Poland,Austria,1,52.23558,21.01027,48.20255,16.3688
89,Russia,Austria,1,55.75697,37.61502,48.20255,16.3688
93,Lebanon,Italy,1,33.89607,35.50678,41.90323,12.49566
97,Hungary,Italy,1,47.49973,19.05508,41.90323,12.49566
100,Bosnia and Herzegovina,Italy,1,43.85943,18.43577,41.90323,12.49566
110,Finland,Italy,1,60.17116,24.93266,41.90323,12.49566
113,Norway,Italy,1,59.9123,10.75,41.90323,12.49566
130,Bosnia and Herzegovina,Greece,1,43.85943,18.43577,37.97613,23.73643
134,Bulgaria,Greece,1,42.69719,23.32431,37.97613,23.73643
142,Denmark,Greece,1,55.67567,12.56756,37.97613,23.73643
164,Bulgaria,Hungary,1,42.69719,23.32431,47.49973,19.05508
168,United Kingdom,Hungary,1,51.50643,-0.12721,47.49973,19.05508
186,Greece,Albania,1,37.97613,23.73643,41.32233,19.82516
216,Greece,Montenegro,1,37.97613,23.73643,42.43544,19.26391
218,Albania,Montenegro,1,41.32233,19.82516,42.43544,19.26391
244,Turkey,Bosnia and Herzegovina,1,39.92109,32.85399,43.85943,18.43577
251,Croatia,Bosnia and Herzegovina,1,45.80724,15.96758,43.85943,18.43577
256,Czech Republic,Bosnia and Herzegovina,1,50.07913,14.43303,43.85943,18.43577
257,Austria,Bosnia and Herzegovina,1,48.20255,16.3688,43.85943,18.43577
282,Slovenia,Croatia,1,46.05063,14.50283,45.80724,15.96758
289,France,Croatia,1,48.85693,2.3412,45.80724,15.96758
303,Lebanon,Slovenia,1,33.89607,35.50678,46.05063,14.50283
310,Bosnia and Herzegovina,Slovenia,1,43.85943,18.43577,46.05063,14.50283
316,Czech Republic,Slovenia,1,50.07913,14.43303,46.05063,14.50283
319,France,Slovenia,1,48.85693,2.3412,46.05063,14.50283
