id,origin,destination,count,origLat,origLon,destLat,destLon
294,Spain,Croatia,0,40.42028,-3.70578,45.80724,15.96758
295,Poland,Croatia,0,52.23558,21.01027,45.80724,15.96758
296,Lithuania,Croatia,0,54.69063,25.26981,45.80724,15.96758
297,Latvia,Croatia,0,56.94599,24.11487,45.80724,15.96758
298,Estonia,Croatia,0,59.43641,24.75254,45.80724,15.96758
299,Russia,Croatia,0,55.75697,37.61502,45.80724,15.96758
300,Ukraine,Croatia,0,50.45057,30.52428,45.80724,15.96758
301,Syria,Slovenia,0,33.4993,36.30132,46.05063,14.50283
302,Jordan,Slovenia,0,31.95181,35.94042,46.05063,14.50283
305,Egypt,Slovenia,0,30.04992,31.2486,46.05063,14.50283
307,Hungary,Slovenia,0,47.49973,19.05508,46.05063,14.50283
308,Albania,Slovenia,0,41.32233,19.82516,46.05063,14.50283
309,Montenegro,Slovenia,0,42.43544,19.26391,46.05063,14.50283
311,Croatia,Slovenia,0,45.80724,15.96758,46.05063,14.50283
313,Slovakia,Slovenia,0,48.14926,17.10699,46.05063,14.50283
314,Bulgaria,Slovenia,0,42.69719,23.32431,46.05063,14.50283
315,Romania,Slovenia,0,44.4343,26.10298,46.05063,14.50283
318,United Kingdom,Slovenia,0,51.50643,-0.12721,46.05063,14.50283
320,Finland,Slovenia,0,60.17116,24.93266,46.05063,14.50283
321,Sweden,Slovenia,0,59.33233,18.06293,46.05063,14.50283
322,Denmark,Slovenia,0,55.67567,12.56756,46.05063,14.50283
324,Spain,Slovenia,0,40.42028,-3.70578,46.05063,14.50283
325,Poland,Slovenia,0,52.23558,21.01027,46.05063,14.50283
326,Lithuania,Slovenia,0,54.69063,25.26981,46.05063,14.50283
327,Latvia,Slovenia,0,56.94599,24.11487,46.05063,14.50283
328,Estonia,Slovenia,0,59.43641,24.75254,46.05063,14.50283
329,Russia,Slovenia,0,55.75697,37.61502,46.05063,14.50283
330,Ukraine,Slovenia,0,50.45057,30.52428,46.05063,14.50283
331,Syria,Slovakia,0,33.4993,36.30132,48.14926,17.10699
332,Jordan,Slovakia,0,31.95181,35.94042,48.14926,17.10699
333,Lebanon,Slovakia,0,33.89607,35.50678,48.14926,17.10699
334,Turkey,Slovakia,0,39.92109,32.85399,48.14926,17.10699
